Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status,Total_Income,Income_to_Loan_Ratio,EMI,Risk_Category,Default_Probability,Predicted_Status,Predicted_Status_Label,Risk_Level,Money_At_Risk
LP001877,Male,Yes,2,Graduate,No,4708,1387.0,150.0,360.0,1.0,Semiurban,1,6095.0,40.63333333333333,0.4166666666666667,Low Risk,0.07604121321228374,1,Approved,Low Risk,11.406181981842561
LP001882,Male,Yes,3+,Graduate,No,4333,1811.0,160.0,360.0,0.0,Urban,1,6144.0,38.4,0.4444444444444444,High Risk,0.8777290780475389,0,Rejected,High Risk,140.4366524876062
LP001883,Female,No,0,Graduate,No,3418,0.0,135.0,360.0,1.0,Rural,0,3418.0,25.31851851851852,0.375,Low Risk,0.24552425016667145,1,Approved,Low Risk,33.14577377250065
LP001884,Female,No,1,Graduate,No,2876,1560.0,90.0,360.0,1.0,Urban,1,4436.0,49.28888888888889,0.25,Low Risk,0.280326019385884,1,Approved,Low Risk,25.229341744729556
LP001888,Female,No,0,Graduate,No,3237,0.0,30.0,360.0,1.0,Urban,1,3237.0,107.9,0.08333333333333333,Low Risk,0.226903637087571,1,Approved,Low Risk,6.8071091126271295
LP001891,Male,Yes,0,Graduate,No,11146,0.0,136.0,360.0,1.0,Urban,1,11146.0,81.95588235294117,0.37777777777777777,Low Risk,0.19447200068262027,1,Approved,Low Risk,26.448192092836358
LP001892,Male,No,0,Graduate,No,2833,1857.0,126.0,360.0,1.0,Rural,1,4690.0,37.22222222222222,0.35,Low Risk,0.33526083181654354,1,Approved,Medium Risk,42.242864808884484
LP001894,Male,Yes,0,Graduate,No,2620,2223.0,150.0,360.0,1.0,Semiurban,1,4843.0,32.28666666666667,0.4166666666666667,Low Risk,0.11969500680370104,1,Approved,Low Risk,17.954251020555155
LP001896,Male,Yes,2,Graduate,No,3900,0.0,90.0,360.0,1.0,Semiurban,1,3900.0,43.333333333333336,0.25,Low Risk,0.07011754072262955,1,Approved,Low Risk,6.310578665036659
LP001900,Male,Yes,1,Graduate,No,2750,1842.0,115.0,360.0,1.0,Semiurban,1,4592.0,39.93043478260869,0.3194444444444444,Low Risk,0.14672478347017048,1,Approved,Low Risk,16.873350099069604
LP001903,Male,Yes,0,Graduate,No,3993,3274.0,207.0,360.0,1.0,Semiurban,1,7267.0,35.106280193236714,0.575,Low Risk,0.12783247327404723,1,Approved,Low Risk,26.461321967727777
LP001904,Male,Yes,0,Graduate,No,3103,1300.0,80.0,360.0,1.0,Urban,1,4403.0,55.0375,0.2222222222222222,Low Risk,0.19622472726564966,1,Approved,Low Risk,15.697978181251973
LP001907,Male,Yes,0,Graduate,No,14583,0.0,436.0,360.0,1.0,Semiurban,1,14583.0,33.44724770642202,1.211111111111111,Low Risk,0.11042941147716323,1,Approved,Low Risk,48.14722340404317
LP001908,Female,Yes,0,Not Graduate,No,4100,0.0,124.0,360.0,1.0,Rural,1,4100.0,33.064516129032256,0.34444444444444444,Low Risk,0.22310703214029792,1,Approved,Low Risk,27.66527198539694
LP001910,Male,No,1,Not Graduate,Yes,4053,2426.0,158.0,360.0,0.0,Urban,0,6479.0,41.00632911392405,0.4388888888888889,High Risk,0.9768952295989453,0,Rejected,High Risk,154.34944627663336
LP001914,Male,Yes,0,Graduate,No,3927,800.0,112.0,360.0,1.0,Semiurban,1,4727.0,42.205357142857146,0.3111111111111111,Low Risk,0.11241089082128985,1,Approved,Low Risk,12.590019771984464
LP001915,Male,Yes,2,Graduate,No,2301,985.7999878,78.0,180.0,1.0,Urban,1,3286.7999878,42.13846138205128,0.43333333333333335,Low Risk,0.11496300593629616,1,Approved,Low Risk,8.9671144630311
LP001917,Female,No,0,Graduate,No,1811,1666.0,54.0,360.0,1.0,Urban,1,3477.0,64.38888888888889,0.15,Low Risk,0.23637826268622097,1,Approved,Low Risk,12.764426185055932
LP001922,Male,Yes,0,Graduate,No,20667,0.0,128.0,360.0,1.0,Rural,0,20667.0,161.4609375,0.35555555555555557,Low Risk,0.2523023620087922,1,Approved,Low Risk,32.2947023371254
LP001924,Male,No,0,Graduate,No,3158,3053.0,89.0,360.0,1.0,Rural,1,6211.0,69.78651685393258,0.24722222222222223,Low Risk,0.36148025498468195,1,Approved,Medium Risk,32.171742693636695
LP001925,Female,No,0,Graduate,Yes,2600,1717.0,99.0,300.0,1.0,Semiurban,0,4317.0,43.60606060606061,0.33,Low Risk,0.16288017220665119,1,Approved,Low Risk,16.125137048458466
LP001926,Male,Yes,0,Graduate,No,3704,2000.0,120.0,360.0,1.0,Rural,1,5704.0,47.53333333333333,0.3333333333333333,Low Risk,0.2354773693376635,1,Approved,Low Risk,28.25728432051962
LP001931,Female,No,0,Graduate,No,4124,0.0,115.0,360.0,1.0,Semiurban,1,4124.0,35.86086956521739,0.3194444444444444,Low Risk,0.12859548075203298,1,Approved,Low Risk,14.788480286483793
LP001935,Male,No,0,Graduate,No,9508,0.0,187.0,360.0,1.0,Rural,1,9508.0,50.844919786096256,0.5194444444444445,Low Risk,0.31990433642243954,1,Approved,Medium Risk,59.822110910996194
LP001936,Male,Yes,0,Graduate,No,3075,2416.0,139.0,360.0,1.0,Rural,1,5491.0,39.50359712230216,0.3861111111111111,Low Risk,0.23789666100419438,1,Approved,Low Risk,33.067635879583015
LP001938,Male,Yes,2,Graduate,No,4400,0.0,127.0,360.0,0.0,Semiurban,0,4400.0,34.645669291338585,0.3527777777777778,High Risk,0.7590791074006971,0,Rejected,High Risk,96.40304663988853
LP001940,Male,Yes,2,Graduate,No,3153,1560.0,134.0,360.0,1.0,Urban,1,4713.0,35.17164179104478,0.37222222222222223,Low Risk,0.13162218228626033,1,Approved,Low Risk,17.637372426358883
LP001945,Female,No,0,Graduate,No,5417,0.0,143.0,480.0,0.0,Urban,0,5417.0,37.88111888111888,0.29791666666666666,High Risk,0.9263671593200047,0,Rejected,High Risk,132.47050378276066
LP001947,Male,Yes,0,Graduate,No,2383,3334.0,172.0,360.0,1.0,Semiurban,1,5717.0,33.23837209302326,0.4777777777777778,Low Risk,0.12724510676919054,1,Approved,Low Risk,21.886158364300773
LP001949,Male,Yes,3+,Graduate,No,4416,1250.0,110.0,360.0,1.0,Urban,1,5666.0,51.50909090909091,0.3055555555555556,Low Risk,0.14323911842007464,1,Approved,Low Risk,15.75630302620821
LP001953,Male,Yes,1,Graduate,No,6875,0.0,200.0,360.0,1.0,Semiurban,1,6875.0,34.375,0.5555555555555556,Low Risk,0.13393379261148464,1,Approved,Low Risk,26.786758522296928
LP001954,Female,Yes,1,Graduate,No,4666,0.0,135.0,360.0,1.0,Urban,1,4666.0,34.56296296296296,0.375,Low Risk,0.17219566328967228,1,Approved,Low Risk,23.246414544105757
LP001955,Female,No,0,Graduate,No,5000,2541.0,151.0,480.0,1.0,Rural,0,7541.0,49.94039735099338,0.3145833333333333,Low Risk,0.30127239532649386,1,Approved,Medium Risk,45.492131694300575
LP001963,Male,Yes,1,Graduate,No,2014,2925.0,113.0,360.0,1.0,Urban,0,4939.0,43.70796460176991,0.3138888888888889,Low Risk,0.2539931022263776,1,Approved,Low Risk,28.70122055158067
LP001964,Male,Yes,0,Not Graduate,No,1800,2934.0,93.0,360.0,0.0,Urban,0,4734.0,50.903225806451616,0.25833333333333336,High Risk,0.9429175775872931,0,Rejected,High Risk,87.69133471561825
LP001972,Male,Yes,0,Not Graduate,No,2875,1750.0,105.0,360.0,1.0,Semiurban,1,4625.0,44.04761904761905,0.2916666666666667,Low Risk,0.1640898312265615,1,Approved,Low Risk,17.22943227878896
LP001974,Female,No,0,Graduate,No,5000,0.0,132.0,360.0,1.0,Rural,1,5000.0,37.878787878787875,0.36666666666666664,Low Risk,0.24978587550469855,1,Approved,Low Risk,32.97173556662021
LP001977,Male,Yes,1,Graduate,No,1625,1803.0,96.0,360.0,1.0,Urban,1,3428.0,35.708333333333336,0.26666666666666666,Low Risk,0.23877959504505986,1,Approved,Low Risk,22.922841124325746
LP001978,Male,No,0,Graduate,No,4000,2500.0,140.0,360.0,1.0,Rural,1,6500.0,46.42857142857143,0.3888888888888889,Low Risk,0.3481315812364084,1,Approved,Medium Risk,48.738421373097175
LP001990,Male,No,0,Not Graduate,No,2000,0.0,128.0,360.0,1.0,Urban,0,2000.0,15.625,0.35555555555555557,Medium Risk,0.8015053757822109,0,Rejected,High Risk,102.592688100123
LP001993,Female,No,0,Graduate,No,3762,1666.0,135.0,360.0,1.0,Rural,1,5428.0,40.20740740740741,0.375,Low Risk,0.269468316094158,1,Approved,Low Risk,36.37822267271133
LP001994,Female,No,0,Graduate,No,2400,1863.0,104.0,360.0,0.0,Urban,0,4263.0,40.99038461538461,0.28888888888888886,High Risk,0.928063117877304,0,Rejected,High Risk,96.51856425923961
LP001996,Male,No,0,Graduate,No,20233,0.0,480.0,360.0,1.0,Rural,0,20233.0,42.15208333333333,1.3333333333333333,Low Risk,0.3275451376230587,1,Approved,Medium Risk,157.22166605906818
LP001998,Male,Yes,2,Not Graduate,No,7667,0.0,185.0,360.0,1.0,Rural,1,7667.0,41.443243243243245,0.5138888888888888,Low Risk,0.20060492898959503,1,Approved,Low Risk,37.11191186307508
LP002002,Female,No,0,Graduate,No,2917,0.0,84.0,360.0,1.0,Semiurban,1,2917.0,34.726190476190474,0.23333333333333334,Low Risk,0.12789980700766101,1,Approved,Low Risk,10.743583788643525
LP002004,Male,No,0,Not Graduate,No,2927,2405.0,111.0,360.0,1.0,Semiurban,1,5332.0,48.03603603603604,0.30833333333333335,Low Risk,0.25674996309406184,1,Approved,Low Risk,28.499245903440865
LP002006,Female,No,0,Graduate,No,2507,0.0,56.0,360.0,1.0,Rural,1,2507.0,44.767857142857146,0.15555555555555556,Low Risk,0.24930726262055958,1,Approved,Low Risk,13.961206706751337
LP002008,Male,Yes,2,Graduate,Yes,5746,0.0,144.0,84.0,1.0,Rural,1,5746.0,39.90277777777778,1.7142857142857142,Low Risk,0.1498165464272272,1,Approved,Low Risk,21.573582685520716
LP002024,Male,Yes,0,Graduate,No,2473,1843.0,159.0,360.0,1.0,Rural,0,4316.0,27.144654088050313,0.44166666666666665,Low Risk,0.22805737438913987,1,Approved,Low Risk,36.26112252787324
LP002031,Male,Yes,1,Not Graduate,No,3399,1640.0,111.0,180.0,1.0,Urban,1,5039.0,45.3963963963964,0.6166666666666667,Low Risk,0.2909223052472819,1,Approved,Low Risk,32.29237588244829
LP002035,Male,Yes,2,Graduate,No,3717,0.0,120.0,360.0,1.0,Semiurban,1,3717.0,30.975,0.3333333333333333,Low Risk,0.06907743574055147,1,Approved,Low Risk,8.289292288866177
LP002036,Male,Yes,0,Graduate,No,2058,2134.0,88.0,360.0,1.0,Urban,1,4192.0,47.63636363636363,0.24444444444444444,Low Risk,0.20251738369069694,1,Approved,Low Risk,17.82152976478133
LP002043,Female,No,1,Graduate,No,3541,0.0,112.0,360.0,1.0,Semiurban,1,3541.0,31.616071428571427,0.3111111111111111,Low Risk,0.15802530670376957,1,Approved,Low Risk,17.698834350822192
LP002050,Male,Yes,1,Graduate,Yes,10000,0.0,155.0,360.0,1.0,Rural,0,10000.0,64.51612903225806,0.4305555555555556,Low Risk,0.3103660855401481,1,Approved,Medium Risk,48.10674325872296
LP002051,Male,Yes,0,Graduate,No,2400,2167.0,115.0,360.0,1.0,Semiurban,1,4567.0,39.71304347826087,0.3194444444444444,Low Risk,0.12025654139392028,1,Approved,Low Risk,13.829502260300831
LP002053,Male,Yes,3+,Graduate,No,4342,189.0,124.0,360.0,1.0,Semiurban,1,4531.0,36.54032258064516,0.34444444444444444,Low Risk,0.07672646769789448,1,Approved,Low Risk,9.514081994538916
LP002054,Male,Yes,2,Not Graduate,No,3601,1590.0,128.0,360.0,1.0,Rural,1,5191.0,40.5546875,0.35555555555555557,Low Risk,0.21396615351734216,1,Approved,Low Risk,27.387667650219797
LP002055,Female,No,0,Graduate,No,3166,2985.0,132.0,360.0,1.0,Rural,1,6151.0,46.59848484848485,0.36666666666666664,Low Risk,0.2872493375408518,1,Approved,Low Risk,37.916912555392436
LP002065,Male,Yes,3+,Graduate,No,15000,0.0,300.0,360.0,1.0,Rural,1,15000.0,50.0,0.8333333333333334,Low Risk,0.16436497882243295,1,Approved,Low Risk,49.309493646729884
LP002067,Male,Yes,1,Graduate,Yes,8666,4983.0,376.0,360.0,0.0,Rural,0,13649.0,36.30053191489362,1.0444444444444445,High Risk,0.9612575824259116,0,Rejected,High Risk,361.4328509921428
LP002068,Male,No,0,Graduate,No,4917,0.0,130.0,360.0,0.0,Rural,1,4917.0,37.823076923076925,0.3611111111111111,High Risk,0.9502421459982383,0,Rejected,High Risk,123.53147897977098
LP002082,Male,Yes,0,Graduate,Yes,5818,2160.0,184.0,360.0,1.0,Semiurban,1,7978.0,43.358695652173914,0.5111111111111111,Low Risk,0.14630098958122617,1,Approved,Low Risk,26.919382082945617
LP002086,Female,Yes,0,Graduate,No,4333,2451.0,110.0,360.0,1.0,Urban,0,6784.0,61.67272727272727,0.3055555555555556,Low Risk,0.16356522171086796,1,Approved,Low Risk,17.992174388195476
LP002087,Female,No,0,Graduate,No,2500,0.0,67.0,360.0,1.0,Urban,1,2500.0,37.3134328358209,0.18611111111111112,Low Risk,0.2133551778993248,1,Approved,Low Risk,14.294796919254761
LP002097,Male,No,1,Graduate,No,4384,1793.0,117.0,360.0,1.0,Urban,1,6177.0,52.794871794871796,0.325,Low Risk,0.3524412213473169,1,Approved,Medium Risk,41.23562289763608
LP002098,Male,No,0,Graduate,No,2935,0.0,98.0,360.0,1.0,Semiurban,1,2935.0,29.948979591836736,0.2722222222222222,Low Risk,0.16562792668171933,1,Approved,Low Risk,16.231536814808493
LP002100,Male,No,0,Graduate,No,2833,0.0,71.0,360.0,1.0,Urban,1,2833.0,39.901408450704224,0.19722222222222222,Low Risk,0.27054336425588865,1,Approved,Low Risk,19.208578862168093
LP002101,Male,Yes,0,Graduate,No,63337,0.0,490.0,180.0,1.0,Urban,1,63337.0,129.25918367346938,2.7222222222222223,Low Risk,0.23603730992797645,1,Approved,Low Risk,115.65828186470846
LP002103,Male,Yes,1,Graduate,Yes,9833,1833.0,182.0,180.0,1.0,Urban,1,11666.0,64.0989010989011,1.011111111111111,Low Risk,0.269989212774557,1,Approved,Low Risk,49.138036724969375
LP002106,Male,Yes,0,Graduate,Yes,5503,4490.0,70.0,360.0,1.0,Semiurban,1,9993.0,142.75714285714287,0.19444444444444445,Low Risk,0.1816724424866275,1,Approved,Low Risk,12.717070974063926
LP002110,Male,Yes,1,Graduate,No,5250,688.0,160.0,360.0,1.0,Rural,1,5938.0,37.1125,0.4444444444444444,Low Risk,0.2652865736262826,1,Approved,Low Risk,42.44585178020522
LP002112,Male,Yes,2,Graduate,Yes,2500,4600.0,176.0,360.0,1.0,Rural,1,7100.0,40.34090909090909,0.4888888888888889,Low Risk,0.21573380392431796,1,Approved,Low Risk,37.96914949067996
LP002113,Female,No,3+,Not Graduate,No,1830,0.0,128.0,360.0,0.0,Urban,0,1830.0,14.296875,0.35555555555555557,High Risk,0.9173684005509464,0,Rejected,High Risk,117.42315527052114
LP002114,Female,No,0,Graduate,No,4160,0.0,71.0,360.0,1.0,Semiurban,1,4160.0,58.59154929577465,0.19722222222222222,Low Risk,0.13162309207361989,1,Approved,Low Risk,9.345239537227013
LP002115,Male,Yes,3+,Not Graduate,No,2647,1587.0,173.0,360.0,1.0,Rural,0,4234.0,24.473988439306357,0.48055555555555557,Medium Risk,0.6911945491434929,0,Rejected,High Risk,119.57665700182427
LP002116,Female,No,0,Graduate,No,2378,0.0,46.0,360.0,1.0,Rural,0,2378.0,51.69565217391305,0.12777777777777777,Low Risk,0.2506192278049735,1,Approved,Low Risk,11.52848447902878
LP002119,Male,Yes,1,Not Graduate,No,4554,1229.0,158.0,360.0,1.0,Urban,1,5783.0,36.60126582278481,0.4388888888888889,Low Risk,0.3096927694877525,1,Approved,Medium Risk,48.93145757906489
LP002126,Male,Yes,3+,Not Graduate,No,3173,0.0,74.0,360.0,1.0,Semiurban,1,3173.0,42.87837837837838,0.20555555555555555,Low Risk,0.10754580961442928,1,Approved,Low Risk,7.9583899114677665
LP002128,Male,Yes,2,Graduate,No,2583,2330.0,125.0,360.0,1.0,Rural,1,4913.0,39.304,0.3472222222222222,Low Risk,0.1622795680200918,1,Approved,Low Risk,20.284946002511475
LP002129,Male,Yes,0,Graduate,No,2499,2458.0,160.0,360.0,1.0,Semiurban,1,4957.0,30.98125,0.4444444444444444,Low Risk,0.12100351997169223,1,Approved,Low Risk,19.360563195470757
LP002130,Male,Yes,0,Not Graduate,No,3523,3230.0,152.0,360.0,0.0,Rural,0,6753.0,44.42763157894737,0.4222222222222222,High Risk,0.953347041963304,0,Rejected,High Risk,144.9087503784222
LP002131,Male,Yes,2,Not Graduate,No,3083,2168.0,126.0,360.0,1.0,Urban,1,5251.0,41.67460317460318,0.35,Low Risk,0.1885160010006527,1,Approved,Low Risk,23.75301612608224
LP002137,Male,Yes,0,Graduate,No,6333,4583.0,259.0,360.0,1.0,Semiurban,1,10916.0,42.14671814671814,0.7194444444444444,Low Risk,0.13970830993609407,1,Approved,Low Risk,36.184452273448365
LP002138,Male,Yes,0,Graduate,No,2625,6250.0,187.0,360.0,1.0,Rural,1,8875.0,47.45989304812834,0.5194444444444445,Low Risk,0.28615307811675406,1,Approved,Low Risk,53.510625607833006
LP002139,Male,Yes,0,Graduate,No,9083,0.0,228.0,360.0,1.0,Semiurban,1,9083.0,39.83771929824562,0.6333333333333333,Low Risk,0.10932667414951502,1,Approved,Low Risk,24.926481706089426
LP002140,Male,No,0,Graduate,No,8750,4167.0,308.0,360.0,1.0,Rural,0,12917.0,41.938311688311686,0.8555555555555555,Low Risk,0.3758084381934713,1,Approved,Medium Risk,115.74899896358916
LP002141,Male,Yes,3+,Graduate,No,2666,2083.0,95.0,360.0,1.0,Rural,1,4749.0,49.98947368421052,0.2638888888888889,Low Risk,0.17481673227803685,1,Approved,Low Risk,16.607589566413502
LP002142,Female,Yes,0,Graduate,Yes,5500,0.0,105.0,360.0,0.0,Rural,0,5500.0,52.38095238095238,0.2916666666666667,High Risk,0.9128973729346276,0,Rejected,High Risk,95.85422415813589
LP002143,Female,Yes,0,Graduate,No,2423,505.0,130.0,360.0,1.0,Semiurban,1,2928.0,22.523076923076925,0.3611111111111111,Medium Risk,0.40524434490589534,1,Approved,Medium Risk,52.681764837766394
LP002144,Female,No,0,Graduate,No,3813,0.0,116.0,180.0,1.0,Urban,1,3813.0,32.87068965517241,0.6444444444444445,Low Risk,0.19369210692923378,1,Approved,Low Risk,22.468284403791117
LP002149,Male,Yes,2,Graduate,No,8333,3167.0,165.0,360.0,1.0,Rural,1,11500.0,69.6969696969697,0.4583333333333333,Low Risk,0.17895347610036483,1,Approved,Low Risk,29.527323556560198
LP002151,Male,Yes,1,Graduate,No,3875,0.0,67.0,360.0,1.0,Urban,0,3875.0,57.83582089552239,0.18611111111111112,Low Risk,0.22486560493483898,1,Approved,Low Risk,15.065995530634211
LP002158,Male,Yes,0,Not Graduate,No,3000,1666.0,100.0,480.0,0.0,Urban,0,4666.0,46.66,0.20833333333333334,High Risk,0.943137857988329,0,Rejected,High Risk,94.31378579883291
LP002160,Male,Yes,3+,Graduate,No,5167,3167.0,200.0,360.0,1.0,Semiurban,1,8334.0,41.67,0.5555555555555556,Low Risk,0.09193554840598073,1,Approved,Low Risk,18.387109681196144
LP002161,Female,No,1,Graduate,No,4723,0.0,81.0,360.0,1.0,Semiurban,0,4723.0,58.30864197530864,0.225,Low Risk,0.1629975591635422,1,Approved,Low Risk,13.202802292246918
LP002170,Male,Yes,2,Graduate,No,5000,3667.0,236.0,360.0,1.0,Semiurban,1,8667.0,36.72457627118644,0.6555555555555556,Low Risk,0.08639081709669516,1,Approved,Low Risk,20.38823283482006
LP002175,Male,Yes,0,Graduate,No,4750,2333.0,130.0,360.0,1.0,Urban,1,7083.0,54.48461538461538,0.3611111111111111,Low Risk,0.20795672451786895,1,Approved,Low Risk,27.034374187322964
LP002178,Male,Yes,0,Graduate,No,3013,3033.0,95.0,300.0,1.0,Urban,1,6046.0,63.642105263157895,0.31666666666666665,Low Risk,0.20879905662851672,1,Approved,Low Risk,19.835910379709087
LP002180,Male,No,0,Graduate,Yes,6822,0.0,141.0,360.0,1.0,Rural,1,6822.0,48.38297872340426,0.39166666666666666,Low Risk,0.36287966995600884,1,Approved,Medium Risk,51.16603346379725
LP002181,Male,No,0,Not Graduate,No,6216,0.0,133.0,360.0,1.0,Rural,0,6216.0,46.73684210526316,0.36944444444444446,Low Risk,0.40277950917936456,1,Approved,Medium Risk,53.56967472085549
LP002187,Male,No,0,Graduate,No,2500,0.0,96.0,480.0,1.0,Semiurban,0,2500.0,26.041666666666668,0.2,Low Risk,0.1765775682335724,1,Approved,Low Risk,16.95144655042295
LP002188,Male,No,0,Graduate,No,5124,0.0,124.0,360.0,0.0,Rural,0,5124.0,41.32258064516129,0.34444444444444444,High Risk,0.9504931632059409,0,Rejected,High Risk,117.86115223753667
LP002190,Male,Yes,1,Graduate,No,6325,0.0,175.0,360.0,1.0,Semiurban,1,6325.0,36.142857142857146,0.4861111111111111,Low Risk,0.13397471427792507,1,Approved,Low Risk,23.445574998636886
LP002191,Male,Yes,0,Graduate,No,19730,5266.0,570.0,360.0,1.0,Rural,0,24996.0,43.85263157894737,1.5833333333333333,Low Risk,0.2879946425181632,1,Approved,Low Risk,164.15694623535302
LP002194,Female,No,0,Graduate,Yes,15759,0.0,55.0,360.0,1.0,Semiurban,1,15759.0,286.5272727272727,0.1527777777777778,Low Risk,0.2017728412252202,1,Approved,Low Risk,11.09750626738711
LP002197,Male,Yes,2,Graduate,No,5185,0.0,155.0,360.0,1.0,Semiurban,1,5185.0,33.45161290322581,0.4305555555555556,Low Risk,0.06965160845390539,1,Approved,Low Risk,10.795999310355334
LP002201,Male,Yes,2,Graduate,Yes,9323,7873.0,380.0,300.0,1.0,Rural,1,17196.0,45.252631578947366,1.2666666666666666,Low Risk,0.2525012602736363,1,Approved,Low Risk,95.95047890398179
LP002205,Male,No,1,Graduate,No,3062,1987.0,111.0,180.0,0.0,Urban,0,5049.0,45.486486486486484,0.6166666666666667,High Risk,0.952968156741783,0,Rejected,High Risk,105.77946539833792
LP002209,Female,No,0,Graduate,No,2764,1459.0,110.0,360.0,1.0,Urban,1,4223.0,38.39090909090909,0.3055555555555556,Low Risk,0.2295454150250793,1,Approved,Low Risk,25.249995652758724
LP002211,Male,Yes,0,Graduate,No,4817,923.0,120.0,180.0,1.0,Urban,1,5740.0,47.833333333333336,0.6666666666666666,Low Risk,0.1743337672554205,1,Approved,Low Risk,20.92005207065046
LP002219,Male,Yes,3+,Graduate,No,8750,4996.0,130.0,360.0,1.0,Rural,1,13746.0,105.73846153846154,0.3611111111111111,Low Risk,0.2190636769166785,1,Approved,Low Risk,28.478277999168206
LP002223,Male,Yes,0,Graduate,No,4310,0.0,130.0,360.0,1.0,Semiurban,1,4310.0,33.15384615384615,0.3611111111111111,Low Risk,0.10655226113357219,1,Approved,Low Risk,13.851793947364385
LP002224,Male,No,0,Graduate,No,3069,0.0,71.0,480.0,1.0,Urban,0,3069.0,43.225352112676056,0.14791666666666667,Low Risk,0.28844800902950574,1,Approved,Low Risk,20.47980864109491
LP002225,Male,Yes,2,Graduate,No,5391,0.0,130.0,360.0,1.0,Urban,1,5391.0,41.46923076923077,0.3611111111111111,Low Risk,0.12269353812221273,1,Approved,Low Risk,15.950159955887655
LP002226,Male,Yes,0,Graduate,No,3333,2500.0,128.0,360.0,1.0,Semiurban,1,5833.0,45.5703125,0.35555555555555557,Low Risk,0.12371971827998196,1,Approved,Low Risk,15.836123939837691
LP002229,Male,No,0,Graduate,No,5941,4232.0,296.0,360.0,1.0,Semiurban,1,10173.0,34.36824324324324,0.8222222222222222,Low Risk,0.20833358552145542,1,Approved,Low Risk,61.6667413143508
LP002231,Female,No,0,Graduate,No,6000,0.0,156.0,360.0,1.0,Urban,1,6000.0,38.46153846153846,0.43333333333333335,Low Risk,0.21604463632074422,1,Approved,Low Risk,33.7029632660361
LP002234,Male,No,0,Graduate,Yes,7167,0.0,128.0,360.0,1.0,Urban,1,7167.0,55.9921875,0.35555555555555557,Low Risk,0.3216884927757614,1,Approved,Medium Risk,41.17612707529746
LP002236,Male,Yes,2,Graduate,No,4566,0.0,100.0,360.0,1.0,Urban,0,4566.0,45.66,0.2777777777777778,Low Risk,0.12285264393225048,1,Approved,Low Risk,12.285264393225049
LP002237,Male,No,1,Graduate,No,3667,0.0,113.0,180.0,1.0,Urban,1,3667.0,32.45132743362832,0.6277777777777778,Low Risk,0.2950994495207625,1,Approved,Low Risk,33.346237795846164
LP002239,Male,No,0,Not Graduate,No,2346,1600.0,132.0,360.0,1.0,Semiurban,1,3946.0,29.893939393939394,0.36666666666666664,Low Risk,0.24253291473309913,1,Approved,Low Risk,32.01434474476908
LP002243,Male,Yes,0,Not Graduate,No,3010,3136.0,128.0,360.0,0.0,Urban,0,6146.0,48.015625,0.35555555555555557,High Risk,0.9437175237721444,0,Rejected,High Risk,120.79584304283448
LP002244,Male,Yes,0,Graduate,No,2333,2417.0,136.0,360.0,1.0,Urban,1,4750.0,34.9264705882353,0.37777777777777777,Low Risk,0.20306164806214166,1,Approved,Low Risk,27.616384136451266
LP002250,Male,Yes,0,Graduate,No,5488,0.0,125.0,360.0,1.0,Rural,1,5488.0,43.904,0.3472222222222222,Low Risk,0.2141191540912608,1,Approved,Low Risk,26.7648942614076
LP002255,Male,No,3+,Graduate,No,9167,0.0,185.0,360.0,1.0,Rural,1,9167.0,49.55135135135135,0.5138888888888888,Low Risk,0.24322164786793443,1,Approved,Low Risk,44.99600485556787
LP002262,Male,Yes,3+,Graduate,No,9504,0.0,275.0,360.0,1.0,Rural,1,9504.0,34.56,0.7638888888888888,Low Risk,0.1578634047189904,1,Approved,Low Risk,43.412436297722365
LP002263,Male,Yes,0,Graduate,No,2583,2115.0,120.0,360.0,1.0,Urban,1,4698.0,39.15,0.3333333333333333,Low Risk,0.2010521708711306,1,Approved,Low Risk,24.126260504535672
LP002265,Male,Yes,2,Not Graduate,No,1993,1625.0,113.0,180.0,1.0,Semiurban,1,3618.0,32.017699115044245,0.6277777777777778,Low Risk,0.09575739909200165,1,Approved,Low Risk,10.820586097396186
LP002266,Male,Yes,2,Graduate,No,3100,1400.0,113.0,360.0,1.0,Urban,1,4500.0,39.823008849557525,0.3138888888888889,Low Risk,0.13112958214147208,1,Approved,Low Risk,14.817642781986345
LP002272,Male,Yes,2,Graduate,No,3276,484.0,135.0,360.0,1.0,Semiurban,1,3760.0,27.85185185185185,0.375,Low Risk,0.0706542557099763,1,Approved,Low Risk,9.5383245208468
LP002277,Female,No,0,Graduate,No,3180,0.0,71.0,360.0,0.0,Urban,0,3180.0,44.7887323943662,0.19722222222222222,High Risk,0.920402953282743,0,Rejected,High Risk,65.34860968307476
LP002281,Male,Yes,0,Graduate,No,3033,1459.0,95.0,360.0,1.0,Urban,1,4492.0,47.28421052631579,0.2638888888888889,Low Risk,0.19635571599828816,1,Approved,Low Risk,18.653793019837376
LP002284,Male,No,0,Not Graduate,No,3902,1666.0,109.0,360.0,1.0,Rural,1,5568.0,51.08256880733945,0.30277777777777776,Low Risk,0.4270241870676057,1,Approved,Medium Risk,46.54563639036902
LP002287,Female,No,0,Graduate,No,1500,1800.0,103.0,360.0,0.0,Semiurban,0,3300.0,32.03883495145631,0.2861111111111111,High Risk,0.8727099886660631,0,Rejected,High Risk,89.8891288326045
